,Facility Name,Site Address,Facility Type,Last Inspection Date,url,category
0,The Summer Place Variety,18254 Kent Bridge Rd  Rondeau ON N0P 1X0,Food Take Out,14-Aug-2023,location.href = '/Facility/Details/cc477b3d-8358-4468-bfb1-6942a8acc66f' ,Food Premisis
1,The Swanky Dog,330 Richmond St  Chatham ON,Mobile Food Premises,,location.href = '/Facility/Details/ded8ca9a-2bde-41a3-9f54-9c7532e4e22b' ,Food Premisis
2,The Village Resource Centre,108 Talbot St E  Wheatley ON N0P 1P0,Food Bank/Donated Food,19-Dec-2023,location.href = '/Facility/Details/35d563b2-2ea8-426a-a5ec-f153b2c08605' ,Food Premisis
3,The We Store Cannabis,5A-427 St. Clair St  Chatham ON N7L 3K4,Food Take Out,06-Dec-2023,location.href = '/Facility/Details/241d268f-3548-4f9c-a421-225a23548a30' ,Food Premisis
4,The Wine Store and More,2 Mill Street EA  Tilbury ON N0P 2L0,Brew Your Own Beer/Wine,14-Dec-2023,location.href = '/Facility/Details/cb7196bd-628b-46c8-aebc-e549f96de2dd' ,Food Premisis
5,Thompson's Orchards,19881 Charing Cross Road  Blenheim ON N0P 1A0,Supermarket,23-Nov-2023,location.href = '/Facility/Details/8d2427a4-dc41-414d-9ec0-5ba1730af73b' ,Food Premisis
6,Tilbury Area Public School,5 Mable Street  Tilbury ON N0P 2L0,School Nourishment Program,30-Apr-2019,location.href = '/Facility/Details/13504208-9d26-4803-829a-a767d1520598' ,Food Premisis
7,Tilbury Arena,49 Bond Ave  Tilbury ON N0P 2L0,Refreshment Stand,09-Nov-2022,location.href = '/Facility/Details/c6be2c9e-1b1a-466a-b661-948919ac1874' ,Food Premisis
8,Tilbury District High School,97 Queen St S  Tilbury ON N0P 2L0,School Nourishment Program,30-Apr-2019,location.href = '/Facility/Details/180a01b3-cc65-44ac-9c6e-baa7079aaeff' ,Food Premisis
9,Tilbury Gardens,7 Young Sreet  Tilbury ON N0P 2L0,LTC Retirement Home - Food,20-Nov-2023,location.href = '/Facility/Details/e191b909-7070-4a48-ac86-d0822806a667' ,Food Premisis
10,Tilbury High School,97 Queen St S  Tilbury ON N0P 2L0,Cafeteria,30-Nov-2018,location.href = '/Facility/Details/11c1a402-7c00-4eb9-b76e-5b49279880fd' ,Food Premisis
11,Tilbury Information & Help Centre,26 Queen Street N  Tilbury ON N0P 2L0,Food Bank/Donated Food,06-Dec-2023,location.href = '/Facility/Details/31e717c5-8570-4812-91fb-bdb90420f90e' ,Food Premisis
12,Tilbury Leisure Centre,10 Canal Street WE  Tilbury ON N0P 2L0,Banquet Facility/Public Hall,29-May-2019,location.href = '/Facility/Details/cf457167-26ad-4087-a058-202a58dcf724' ,Food Premisis
13,Tilbury Manor - Food,16 Fort St  Tilbury ON N0P 2L0,LTC Nursing Home - Food,27-Nov-2023,location.href = '/Facility/Details/490df44e-f812-4a55-88e7-bb4932b5c124' ,Food Premisis
14,Tilbury Tots - Ecole St. Marie - Food,90 Dale Dr  Chatham ON N7L 0B2,Child Care - Food,23-Nov-2023,location.href = '/Facility/Details/382c1e3b-15d7-4009-ba2d-4412c6c2f5c2' ,Food Premisis
15,Tilbury Tots - Main Site - Food,43 St Clair St  Tilbury ON N0P 2L0,Child Care - Food,12-Apr-2024,location.href = '/Facility/Details/4e7729a3-4ef1-41a8-864f-db2af1f81a3f' ,Food Premisis
16,Tilbury Tots - Merlin - Food,21184 Erie Street North  Merlin ON N0P 1W0,Child Care - Food,12-Apr-2024,location.href = '/Facility/Details/0bec407a-655c-4385-9e54-cbbaf727a1f9' ,Food Premisis
17,Tilbury Tots - Pain Court - Food,14 Notre Dame St  Pain Court ON N0P 1Z0,Child Care - Food,15-Apr-2024,location.href = '/Facility/Details/3852cbdb-5aba-4a13-af51-0359b7906185' ,Food Premisis
18,Tilbury Tots - St Francis School - Food,11 St Clair St  Tilbury ON N0P 2L0,Child Care - Food,14-Dec-2023,location.href = '/Facility/Details/dce37306-4903-4c2c-b7b8-f6bc6cac398d' ,Food Premisis
19,Tilbury Tots - Wheatley Area Public School - Food,226 Erie St N  Wheatley ON N0P 2P0,Child Care - Food,16-Apr-2024,location.href = '/Facility/Details/403e4c6c-9a1d-47a3-b4a1-f83a73f2b224' ,Food Premisis
20,Tim Hortons,756 St Clair Rd  Chatham ON N7M 5J7,Restaurant,13-Feb-2024,location.href = '/Facility/Details/eb5e1979-d402-4d3d-b636-f57a961cde4a' ,Food Premisis
21,Tim Hortons,41 Park Avenue E  Chatham ON N7M 3V3,Restaurant,07-Mar-2024,location.href = '/Facility/Details/537dc73e-cce1-46f5-a000-f224694e7634' ,Food Premisis
22,Tim Hortons,500 Bloomfield Road  Chatham ON N7M 5J5,Restaurant,27-Jul-2023,location.href = '/Facility/Details/35be5baa-6597-4278-923e-f1d699221a79' ,Food Premisis
23,Tim Hortons,32 London Rd  Thamesville ON N0P 2K0,Restaurant,21-Nov-2023,location.href = '/Facility/Details/5bce5f0f-c4f2-408b-aca2-ce22dd4ddc91' ,Food Premisis
24,Tim Hortons,510 Grand Ave East  Chatham ON N7L 4K1,Restaurant,16-Feb-2024,location.href = '/Facility/Details/25e9335b-76aa-4426-b405-c1fa69459dce' ,Food Premisis
0,Tim Hortons,159 Lacroix  Chatham ON N7M 2V3,Restaurant,05-Sep-2023,location.href = '/Facility/Details/08ac7a2a-e9af-483c-b984-0c451b277c5c' ,Food Premisis
1,Tim Hortons,Highway 401 E  Tilbury ON N0P 2L0,Restaurant,20-Nov-2023,location.href = '/Facility/Details/acc63d84-4176-48b4-9768-27cb564d39c4' ,Food Premisis
2,Tim Hortons,106 Emma Street  Chatham ON N7L 5K5,Food Take Out,24-Jul-2023,location.href = '/Facility/Details/50791d80-b9aa-4655-82df-41bcf632b12a' ,Food Premisis
3,Tim Hortons,337 Chatham St. N  Blenheim ON N0P 1A0,Food Take Out,05-Dec-2023,location.href = '/Facility/Details/b8160143-e4f1-47ca-b745-45791785157f' ,Food Premisis
4,Tim Hortons,20474 Victoria Road  Ridgetown ON N0P 2C0,Restaurant,05-Feb-2024,location.href = '/Facility/Details/9dd1b532-7a9c-4024-9e08-45a163124438' ,Food Premisis
5,Tim Hortons,452 St. Clair St  Chatham ON N7L 3K4,Food Take Out,20-Mar-2024,location.href = '/Facility/Details/4bdcc5b4-b715-4013-90d1-2ef04ccfcb7a' ,Food Premisis
6,Tim Hortons,79 Talbot St W  Blenheim ON N0P 1A0,Restaurant,01-Dec-2023,location.href = '/Facility/Details/05258e0c-ae09-48f6-a7b0-5f39d7f32e54' ,Food Premisis
7,Tim Hortons,33 Third Street  Chatham ON N7M 2M4,Restaurant,26-Jul-2023,location.href = '/Facility/Details/47fdd9b8-10f3-4027-99c9-85e3599beacc' ,Food Premisis
8,Tim Hortons,1184 North Street  Dresden ON N0P 1M0,Restaurant,18-Mar-2024,location.href = '/Facility/Details/fb8bd8fe-f1d3-4a85-9418-9e8bd52ef6bd' ,Food Premisis
9,Tim Hortons,368 St. Clair Street  Chatham ON N7L 3K2,Restaurant,21-Mar-2024,location.href = '/Facility/Details/7270f719-8d4a-41ee-a46b-8d4b1f26112b' ,Food Premisis
10,Tim Hortons,Highway 401 W  Tilbury ON N0P 2L0,Restaurant,21-Nov-2023,location.href = '/Facility/Details/353f8fa8-a795-4ec1-acfb-8e8753c56ac2' ,Food Premisis
11,Tim Hortons,60 McNaughton Avenue  Wallaceburg ON N8A 1R9,Restaurant,31-Aug-2023,location.href = '/Facility/Details/d9797473-ca7a-4fef-8363-897e87c55c82' ,Food Premisis
12,Tim Hortons,20 Keil Dr  Chatham ON N7M 3G8,Restaurant,30-Oct-2023,location.href = '/Facility/Details/f0362b07-fb61-4ed2-9d0b-a447e4a88e0c' ,Food Premisis
13,Tim Hortons,6 Mill St W  Tilbury ON N0P 2L0,Restaurant,28-Nov-2023,location.href = '/Facility/Details/19418242-90be-491e-925d-acb74245e8ee' ,Food Premisis
14,Tim Hortons,848 Dufferin Avenue  Wallaceburg ON N8A 2V5,Restaurant,19-Jan-2024,location.href = '/Facility/Details/93ecc8c3-30fb-4897-8fdb-ad525025d0be' ,Food Premisis
15,Timber Ridge,11573 Ridge  Line Blenheim ON N0P 1A0,Cocktail Bar/Beverage Room,19-Feb-2024,location.href = '/Facility/Details/56fbfe43-528e-4de2-beb2-fb07b4d20b52' ,Food Premisis
16,Tokyo Sushi,A-150 Richmond Street  Chatham ON N7M 1N9,Restaurant,24-Jan-2024,location.href = '/Facility/Details/ad989d6a-2c24-4f68-90bc-6bec2c058ea3' ,Food Premisis
17,Trinity Anglican Church,59 Ellen St  Blenheim ON N0P 1A0,Banquet Facility/Public Hall,12-Mar-2024,location.href = '/Facility/Details/d241b742-3653-408f-865e-c545b73c5bad' ,Food Premisis
18,Tru's Grillhouse,220 Riverview Dr  Chatham ON N7M 5Z8,Restaurant,15-Apr-2024,location.href = '/Facility/Details/0e2b71fd-9bc3-4acf-ab64-dce58e284249' ,Food Premisis
19,Turin United Church,14188 Turin Line  Thamesville ON N0P2k0,Banquet Facility/Public Hall,09-May-2023,location.href = '/Facility/Details/0bde8993-4c0f-4d46-afb3-ebaaeb1935e7' ,Food Premisis
20,Turns and Tales,213 King Street West  Chatham Ontario N7M 1E6,Restaurant,27-Mar-2024,location.href = '/Facility/Details/800e9fdf-6486-4648-bf3f-4d46f92be75c' ,Food Premisis
21,Turtles,1119 Dufferin Avenue  Wallaceburg Ontario N8A 2W2,Restaurant,28-Mar-2024,location.href = '/Facility/Details/f9013fe5-cf46-470a-bfab-71c4880c3044' ,Food Premisis
22,UAW Local 251,88 Elm Dr S  Wallaceburg ON N8A 5E7,Banquet Facility/Public Hall,27-Nov-2023,location.href = '/Facility/Details/cb86cb11-7406-44c6-9dea-2e84fe6aec22' ,Food Premisis
23,Ultimate Sports Bar,304 St. Clair St.  Chatham ON N7L 3K1,Restaurant,20-Dec-2023,location.href = '/Facility/Details/ff9e5fbd-9ad8-4656-9b63-ae9915b75153' ,Food Premisis
24,Ultramar,295 St. George St.  Dresden ON N0P 1M0,Food Store/Food Sales (Convenience/Variety),04-Apr-2024,location.href = '/Facility/Details/e31bec9d-7be7-4b66-b324-1cd99a8e8a74' ,Food Premisis
0,Ultramar - Convenience,2 Mill St West  Tilbury ON N0P 2L0,Food Store/Food Sales (Convenience/Variety),21-Nov-2023,location.href = '/Facility/Details/90ebc37e-4b3c-45e0-bb30-3409d6f46dfc' ,Food Premisis
1,Union Block Bakery,413 St George St  Dresden ON N0P 1M0,Bakery,28-Feb-2024,location.href = '/Facility/Details/96b989b8-d9ba-420e-aa96-68b3e417904f' ,Food Premisis
2,United Way of Chatham-Kent,425 McNaughton Ave W  Chatham ON N7L 4K4,Banquet Facility/Public Hall,04-Dec-2023,location.href = '/Facility/Details/1b272bae-ab26-474a-a51f-e1b4228f31b0' ,Food Premisis
3,University of Guelph Ridgetown Campus - Cafeteria,120 Main Street E  Ridgetown ON N0P 2C0,Cafeteria,22-Feb-2024,location.href = '/Facility/Details/31f7083b-f792-4f2b-82f2-e880075cf0ba' ,Food Premisis
4,UPI Energy LP Chatham Park,335 Park Ave. E  Chatham ON N7M 3V7,Food Store/Food Sales (Convenience/Variety),16-Aug-2023,location.href = '/Facility/Details/f8bec0cd-5a72-472e-aea2-95b85b503be1' ,Food Premisis
5,UPI Gas Bar,212 Grand Avenue W  Chatham ON N7L 1C1,Food Store/Food Sales (Convenience/Variety),19-Mar-2024,location.href = '/Facility/Details/064e91f6-f9a5-4568-a400-538bd63c9912' ,Food Premisis
6,UPI Gas Bar,41 London Rd  Thamesville ON N0P 2K0,Food Store/Food Sales (Convenience/Variety),31-Jan-2023,location.href = '/Facility/Details/3b1048b1-4718-4c77-bbf0-f76d59090703' ,Food Premisis
7,Ursuline College Chatham,85 Grand Ave W  Chatham ON N7L 1B6,School Nourishment Program,22-Feb-2024,location.href = '/Facility/Details/83d3c13f-0863-4f82-bace-fe427b1c4c54' ,Food Premisis
8,Ursuline College Chatham,85 Grand Ave W  Chatham ON N7L 1B6,Cafeteria,16-Apr-2024,location.href = '/Facility/Details/52d99c4d-00fc-4ab2-9a46-e5b5762e77a3' ,Food Premisis
9,Ursuline College Chatham - Step Forward Program,85 Grand Avenue West  Chatham ON N7L 1B6,School Nourishment Program,22-Feb-2024,location.href = '/Facility/Details/6f69730a-1e4c-4f36-ae46-6d36684de588' ,Food Premisis
10,Vaishali Deo,23 Birchwood Street  Chatham ON N7M 3Y7,Food Take Out,29-Aug-2023,location.href = '/Facility/Details/92bc529e-cc38-40d1-8ba9-dbccd18ca324' ,Food Premisis
11,Valley Axe,543 Queen St  Chatham ON N7M 2J4,Cocktail Bar/Beverage Room,24-Nov-2023,location.href = '/Facility/Details/ec4e90fb-89d2-41ff-a04a-47b99e2a4990' ,Food Premisis
12,Van Zelst's Market (Carolee's Country Kitchen),C-15 King Street East  Chatham ON N7M 3M6,Flea Market,07-Mar-2024,location.href = '/Facility/Details/0eb9dc42-aef7-4e56-92f0-99ae74db5e35' ,Food Premisis
13,Variety Pak,564 Queen Street  Chatham ON N7M 2J6,Food Store/Food Sales (Convenience/Variety),21-Feb-2024,location.href = '/Facility/Details/d3a3bffd-6fbb-48a2-8b4b-95e455d8b27a' ,Food Premisis
14,Venus De Milo Restaurant / Fat Jimmy'z,50 Talbot St W  Blenheim ON N0P 1A0,Restaurant,28-Feb-2024,location.href = '/Facility/Details/b2c086b3-5ada-4933-8034-a45937a0ebc0' ,Food Premisis
15,Victor Lauriston Public School,44 Alexandra Ave  Chatham ON N7M 1Y1,School Nourishment Program,05-Jun-2019,location.href = '/Facility/Details/5b9238e6-9fed-483b-837a-7c16ec523d2d' ,Food Premisis
16,Village on the Ridge - food,9 Myrtle Street  Ridgetown ON N0P 2C0,LTC Nursing Home - Food,17-Apr-2024,location.href = '/Facility/Details/b9f59b1a-b1d8-418c-8f6a-122d8b37ff80' ,Food Premisis
17,Village on the Thames - Food,850 Grand Ave West  Chatham ON N7L 5H5,LTC Retirement Home - Food,10-Apr-2024,location.href = '/Facility/Details/1a379cd4-a5d6-443d-9fa4-d957657f06f4' ,Food Premisis
18,Vimex Corner,806 Elgin St  Wallaceburg ON N8A 3C5,Restaurant,28-Mar-2024,location.href = '/Facility/Details/ee46f40d-1501-4e1d-a10e-b57450d3007a' ,Food Premisis
19,Vision Us,530 Victoria Ave  Chatham ON N7L 3B7,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,27-Feb-2024,location.href = '/Facility/Details/22dc43b1-9da9-42bb-a390-1d8287f505fa' ,Food Premisis
20,W.J. Baird Public School,182 King St  Blenheim ON N0P 1A0,School Nourishment Program,14-Dec-2023,location.href = '/Facility/Details/23714172-5494-4dc3-817c-29846c9c5978' ,Food Premisis
21,Wabash Sportsman's Club,14453 Base Line  Thamesville ON N0P 1M0,Banquet Facility/Public Hall,17-Oct-2023,location.href = '/Facility/Details/05243db3-a586-4b9f-84d8-894ee0b30448' ,Food Premisis
22,Wallaceburg Days Inn,76 McNaughton Ave  Wallaceburg ON N8A 1R9,Restaurant,01-Sep-2022,location.href = '/Facility/Details/42a45a6c-8f01-4bbc-9654-aba04cb4bce4' ,Food Premisis
23,Wallaceburg District Secondary School,920 Elgin St  Wallaceburg ON N8A 3E1,School Nourishment Program,19-Mar-2019,location.href = '/Facility/Details/24d8187c-8013-41cd-b01c-a195cd7b7708' ,Food Premisis
24,Wallaceburg District Secondary School Cafeteria,920 Elgin Street  Wallaceburg ON N8A 3E1,Cafeteria,28-Mar-2024,location.href = '/Facility/Details/b7fa21dd-ce51-4b52-911d-406b3547de91' ,Food Premisis
0,Wallaceburg Memorial Arena-canteen,600 Wall St  Wallaceburg ON N8A 3H9,Refreshment Stand,12-Feb-2024,location.href = '/Facility/Details/23fb2cd4-0257-4192-8eeb-9ca166b16c04' ,Food Premisis
1,Wallaceburg Retirement Residence,70 Duke St  Chatham-Kent ON N8A 1E3,LTC Retirement Home - Food,09-Apr-2024,location.href = '/Facility/Details/1b11b905-464c-4753-81e5-c16487d0b49f' ,Food Premisis
2,Wallaceburg Wellness Centre- Food,222 Wellington Street  Wallaceburg ON,Food Store/Food Sales (Convenience/Variety),21-Aug-2023,location.href = '/Facility/Details/0d2e094d-9f11-449e-8139-0d32ca1e5bdb' ,Food Premisis
3,Wal-Mart,60 McNaughton Avenue  Wallaceburg ON N8A 1R9,Supermarket,08-Dec-2023,location.href = '/Facility/Details/e7645f33-451a-4e49-b66d-4141c5dfbf30' ,Food Premisis
4,Wal-Mart,881 St Clair Street  Chatham ON N7M 5J7,Supermarket,11-Dec-2023,location.href = '/Facility/Details/e232b849-0237-441d-a90f-4b4c7473887a' ,Food Premisis
5,Wayne's Pizza & Subs,2-183 Chatham Street S  Blenheim ON N0P 1A0,Food Take Out,25-Jan-2024,location.href = '/Facility/Details/d2c12c0a-fc49-4336-937b-dc7395834f08' ,Food Premisis
6,Wendy's,450 St. Clair St  Chatham ON N7L 3K7,Restaurant,22-Mar-2024,location.href = '/Facility/Details/4984a900-b126-4b74-8793-ddaa0e3f4277' ,Food Premisis
7,Wendy's,58 McNaughton Avenue  Wallaceburg ON N8A 1R9,Restaurant,31-Oct-2023,location.href = '/Facility/Details/c80e9837-37d7-406f-a0eb-bcd308e74ce7' ,Food Premisis
8,Westover Treatment Centre,2 Victoria St  Thamesville ON N0P 2K0,Treatment Center - Food,16-Nov-2023,location.href = '/Facility/Details/1a66fe79-1e99-40e5-b4cf-6904acb81c5d' ,Food Premisis
9,What's 4 Dinner,6 Lowe St  Chatham ON N7L 1J5,Food Take Out,17-Nov-2023,location.href = '/Facility/Details/9d4bc62b-823b-415f-a35a-3ee0c33a5e64' ,Food Premisis
10,Wheatley & District Friendship Club Inc,171 Erie St N  Wheatley ON N0P 2P0,Banquet Facility/Public Hall,27-Nov-2017,location.href = '/Facility/Details/b56dfbe6-a8cf-47ac-a3bc-7beb867ed572' ,Food Premisis
11,Wheatley Area Arena,196 Erie St N  Wheatley ON N0P 2P0,Refreshment Stand,17-Nov-2022,location.href = '/Facility/Details/ba16f036-2417-4123-ba92-f5855a3afd1e' ,Food Premisis
12,Wheatley Area Public School,226 Erie Street N  Wheatley ON N0P 2P0,School Nourishment Program,10-Jun-2019,location.href = '/Facility/Details/ac1ed1a7-e74c-45fd-802f-3090a1c4d37d' ,Food Premisis
13,Wheatley Baptist Church,47 Talbot Road E  Wheatley ON N0P 2P0,Banquet Facility/Public Hall,24-Nov-2023,location.href = '/Facility/Details/998a6b34-4d4d-4369-9b43-25b28a89c466' ,Food Premisis
14,Wheatley Market,8 Talbot Road East  Wheatley ON,Food Store/Food Sales (Convenience/Variety),05-Feb-2024,location.href = '/Facility/Details/545f78fa-2b38-4943-8d31-3ea4ca3d542d' ,Food Premisis
15,Wheatley United Church,59 Talbot Road W  Wheatley ON N0P 2P0,Banquet Facility/Public Hall,22-Nov-2023,location.href = '/Facility/Details/9190ae68-246e-4bbe-bce8-6d429b1ed6ab' ,Food Premisis
16,Wild Wing Roadhouse,1-427 St. Clair St.  Chatham ON N7L 3K4,Restaurant,27-Mar-2024,location.href = '/Facility/Details/ee0cc317-fa31-4221-a715-3ad96faa12a4' ,Food Premisis
17,Wildwood By The Lake Trailer Park Restaurant,12443 Rose Beach Line  Morpeth ON N0P 1X0,Restaurant,13-Jun-2023,location.href = '/Facility/Details/64d2c8b7-cee9-423e-a81f-285d50fa730b' ,Food Premisis
18,Willow Ridge Golf and Country Club,439 Chatham St S  Blenheim ON N0P 1A0,Restaurant,16-Apr-2024,location.href = '/Facility/Details/1a856dba-a8c6-43d0-b03e-d07f02823c5c' ,Food Premisis
19,Wimpys Diner,3921 Grand Ave. W  Chatham ON N7L 1C4,Restaurant,25-Jan-2024,location.href = '/Facility/Details/eb0e1e8d-b327-47f8-99e3-8175898556b1' ,Food Premisis
20,Wine Kitz,395 McNaughton Ave W  Chatham ON N7L 4K4,Brew Your Own Beer/Wine,29-Nov-2023,location.href = '/Facility/Details/17db07a4-27dd-472a-aef0-09dab3c45e88' ,Food Premisis
21,Wing Boyz,2-75 Keil Drive S  Chatham N7M 3G9,Food Take Out,04-Mar-2024,location.href = '/Facility/Details/54ca7565-29ad-488d-8bd8-11778ca74c99' ,Food Premisis
22,Winners/HomeSense,801 St. Clair St  Chatham ON N7M 5J7,Prepackaged/Non-Hazardous Food Sales,30-Jan-2024,location.href = '/Facility/Details/ed246ae7-97d7-4937-b79f-fb5115900e93' ,Food Premisis
23,Winston Churchill Public School,30 Crystal Dr  Chatham ON N7M 3C7,School Nourishment Program,23-May-2019,location.href = '/Facility/Details/d0e2d87d-9334-43fc-879d-b5d69664aa42' ,Food Premisis
24,WISH Centre,177 King Street E  Chatham ON N7M 3N1,Banquet Facility/Public Hall,22-Nov-2023,location.href = '/Facility/Details/cfa40e52-4321-4780-89c8-927df9a0a5c9' ,Food Premisis
0,Word of Life Church,22 Talbot Street W  Blenheim ON N0P 1A0,Hunger Relief Agency/Soup Kitchen/Meal Centre/Food Kitchen,14-Dec-2023,location.href = '/Facility/Details/4be1a501-a6dd-46f0-83e0-bf7b73cf0aa5' ,Food Premisis
1,Yardie Vibez,5-463 St Clair St.  Chatham ON N7L 3K6,Food Take Out,21-Nov-2023,location.href = '/Facility/Details/c87104a3-3359-4729-8d3d-f7af2478bb88' ,Food Premisis
2,Yeck's Smokehouse Grill,20137 Erie Street S  Ridgetown ON N0P 2C0,Restaurant,13-Mar-2024,location.href = '/Facility/Details/366f2b7f-beb7-426a-8796-2f96493b695f' ,Food Premisis
3,Yeck's Station 11,78 Erie Street South  Ridgetown ON N0P 2C0,Restaurant,26-Feb-2024,location.href = '/Facility/Details/cc3a8be9-245c-4432-ab98-78432928a347' ,Food Premisis
4,Yeck's The Other Place,5 Erie Street N  Ridgetown ON N0P 2C0,Restaurant,22-Jan-2024,location.href = '/Facility/Details/20dee183-ccd5-45e4-b39f-68ed8e4453ad' ,Food Premisis
5,YMCA- Indian Creek Road Public School - food,511 Indian Creek Road W  Chatham ON N7M 0P5,Child Care - Food,04-Apr-2024,location.href = '/Facility/Details/68aeac50-fdbf-4a1c-ae5b-91f0bc72cc15' ,Food Premisis
6,Your Hometown Deli,4-1542 Dufferin Ave  Wallaceburg ON N8A 2W9,Food Take Out,17-Nov-2023,location.href = '/Facility/Details/7f4e4548-7882-4172-ac46-4626df02a24c' ,Food Premisis
7,Youth Wellness Hubs of Ontario (YWHO),140 King Street West  Chatham Ontario N7M 1E3,Commercial Kitchen/Commissary,11-Dec-2023,location.href = '/Facility/Details/123547de-d5cf-4a2a-ac0b-e9ca77aad713' ,Food Premisis
8,Zee's Bistro,773 St Clair Street  Chatham ON N7M 5J7,Restaurant,19-Dec-2023,location.href = '/Facility/Details/6bdf2d06-8288-4891-8716-8ea3db2c3d15' ,Food Premisis
9,Zone Area Central School,730 Main St N  Bothwell ON N0P 1C0,School Nourishment Program,09-May-2019,location.href = '/Facility/Details/4c9cc761-dbb1-49bd-aea1-022b5ee27b10' ,Food Premisis
0,A Cut Above Family Hair Care,835 Queen Street  Chatham ON N7M 2K5,Aesthetic Clinic,22-Jun-2023,location.href = '/Facility/Details/0f7be2f9-cf61-460e-bdb4-298b400374d4' ,Personal Service Settings
1,A Little Off The Top,56 Talbot St W  Blenheim ON N0P 1A0,Aesthetic Clinic,06-Dec-2023,location.href = '/Facility/Details/61287a5b-f400-4718-8839-8f79cb6b3d2f' ,Personal Service Settings
2,A Wee Trim,56 Raleigh St  Chatham ON N7M 2M7,Aesthetic Clinic,12-Apr-2023,location.href = '/Facility/Details/3c444286-096b-4e69-ad2e-e5eb7215ff64' ,Personal Service Settings
3,A1 Barber,220 St. Clair St.  Chatham ON,Barber Shop,,location.href = '/Facility/Details/c38a23a5-aaff-411a-a625-55f70cf32555' ,Personal Service Settings
